name,website,place_id,city,state,status,phones,emails,services,raw_services,service_areas,trust_signals,socials,has_photo_gallery,has_contact_form,title,meta_description
Advanced Industrial Coatings,http://www.aic-coatings.com/,ChIJb_xRtEoTkIARoTl27xCYYZ0,Stockton,CA,ok,(209) 234-2700; (408) 464-3903; (209) 234-2711,contact@aic-coatings.com; mike@aic-coatings.com; dave@aic-coatings.com; steve@aic-coatings.com,,"CHEMICAL PROCESSING COATING SERVICES FAQ; Coating Services for Chemical Processing; Coatings Applied; Cosmetic Liquid Class A Coatings; Fusion Bonded Epoxy; Glyde Coat® and Other Custom Coatings at AICOctober 7, 2015; Top 5 benefits of coating with PFAApril 2, 2020","Industrial Drive Stockton, CA; Stockton, CA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/AdvancedIndustrialCoatingsInc"", ""x"": ""https://twitter.com/AIC_Coatings"", ""linkedin"": ""https://www.linkedin.com/company/advanced-industrial-coatings""}",False,True,Advanced Industrial Coatings - AIC-Coatings,"Advanced Industrial Coatings (AIC) delivers high performance industrial coating services (PTFE, fluoropolymers, nylon, powder, ECTFE) for OEMs in semiconductor, medical, energy, automotive. ISO-certified, US-wide coverage."
Cardiel Floor Coatings Inc.,http://cardielfloorcoatingsinc.com/,ChIJtfLiCpwLkIARkMzAMOqELP0,Stockton,CA,unreachable,,,,,,{},{},False,False,,
TMC West Construction,https://www.tmcwestconstruction.com/,ChIJXaAwRgoNkIARC_7y8vz91MI,Stockton,CA,ok,(209) 490-4209; (206) 396-1879,defraiatmc@gmail.com; info@mysite.com,commercial; concrete_polish; residential,,"Stockton, CA","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}","{""instagram"": ""https://www.instagram.com/tmcwc?igsh=MWV0bWt5a2liMjc3dw==""}",False,True,"TMC Construction | Garage Floor | Epoxy Floor |Concrete Floor Polishing | 1810 Field Ave suite #6, Stockton, CA, USA","TMC Construction specializes in epoxy coatings, polished concrete, joint fillers, and floor sealers, delivering high-performance results that stand the test of time. From residential projects seeking stylish and durable floors to large-scale public works and industrial sites needing heavy-duty solut"
Competitive Concrete,,ChIJl0lDbPELkIAR8jGOXIqk3cI,Stockton,CA,no_website,,,,,,{},{},False,False,,
Nexco Builders,https://www.nexcobuilders.com/,ChIJBaUcNpfHnUQR0LP3co1KP58,Stockton,CA,ok,(209) 471-2300; (949) 322-2793,jade@nexcobuilders.com,concrete_polish; concrete_stain; pool_deck,20 Years of Concrete & Hardscape Mastery; Renowned Concrete Craftsmanship,,"{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 30}","{""facebook"": ""https://www.facebook.com/watch/?v=834386243281186""}",True,True,NexCo Builders,"Specializing in premier flooring solutions with 25+ year of experience. Polished concrete, epoxy flooring, waterproofing, etc. Each floor is tailor fit for you!"
Kenabast Epoxy Designs LLC,https://www.kenabastepoxy.com/,ChIJQTsk7v4ztU4ROO93VHuKX0w,Providence,RI,ok,(401) 259-9941,,commercial; metallic_epoxy; residential,"Commercial Epoxy Systems; Epoxy Flooring ThatTransformsYour
        Space; Garage Epoxy Coatings; Give Your Floors A Finish ThatLasts; Industrial Floor Protection; Metallic Epoxy Designs; OurEpoxy FlooringServices; Ready to Transform Your Floor?","DT David T. East Providence, RI; MR Michael R. Pawtucket, RI; Pawtucket, RI; SJ Sarah J. Providence, RI","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 10}","{""facebook"": ""https://www.facebook.com/profile.php?id=61588166465288"", ""instagram"": ""https://www.instagram.com/kenabastepoxydesingsllc?igsh=Nnk1aWQ4aWRncWxh""}",False,True,Epoxy Flooring Pawtucket | Garage & Commercial Epoxy | Kenabast Epoxy Designs,"Professional epoxy flooring in Pawtucket & surrounding areas. Garage coatings, metallic epoxy, commercial systems & custom decorative floors. Free estimates. Call 401-259-9941."
RAM Coatings,https://ramcoatingsri.com/,ChIJ1xshxrSvJG0Ru9d4pPW1Gx4,Providence,RI,ok,(401) 556-7312,sergio@ramcoatingsri.com,commercial; concrete_polish; concrete_stain; epoxy_flake; epoxy_solid; metallic_epoxy; polyaspartic; polyurea; pool_deck; residential,Commercial Flooring; Commercial Floors; Concrete Floors; Epoxy Floor Covering | Duraflex; Floor Removal; Garage Flooring; Outdoor Concrete Resurfacing; Residential Flooring; Residential Floors; Self-Leveling Concrete; Stained Concrete Floors,"Hope, RI","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": true, ""years_in_business"": null}","{""instagram"": ""https://www.instagram.com/ramcoatings401"", ""facebook"": ""https://www.facebook.com/ramcoatings401""}",True,True,RAM Coatings EPOXY & Concrete services,
ACE CONCRETE & EPOXY,http://aceconcreteandepoxy.com/contact.html,ChIJ6S-sXJpE5IkRx9hSsTFzL1U,Providence,RI,ok,(401) 725-2232; (401) 365-7993,stevenfonseca@rocketmail.com,concrete_stain,,"West Forest Avenue Pawtucket, RI","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": true, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 20}","{""facebook"": ""https://www.facebook.com/aceepoxy""}",False,False,CONTACT,
Quality Epoxy RI,https://www.qualityepoxyri.com/,ChIJh0j2JddL5IkR2B6ZwxBjrBc,Providence,RI,ok,(401) 283-9815,epoxy@risealcoat.com,commercial; concrete_repair; epoxy_flake; epoxy_solid; metallic_epoxy; polyaspartic; polyurea; residential,Commercial Epoxy Flooring; Epoxy Garage Flooring,,"{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 24}","{""instagram"": ""https://www.instagram.com/qualityepoxyri/""}",True,True,Quality Epoxy,
New England Epoxy Flooring,http://www.newenglandepoxyflooring.com/,ChIJZyNeZJYl5IkR736xA0lgyqU,Providence,RI,ok,(401) 769-2547,epoxydg@mac.com,commercial,Durable Commercial Kitchen Flooring Solutions; Epoxy Flooring in Rhode Island and Beyond; Industrial Flooring,"Chepachet, RI","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 29}","{""instagram"": ""https://www.instagram.com/"", ""linkedin"": ""https://www.linkedin.com/"", ""facebook"": ""https://www.facebook.com/""}",True,False,Epoxy Flooring | Rhode Island - USDA and FDA Compliant Floors,"Epoxy flooring in Rhode Island for industrial, commercial kitchens, and food manufacturing. USDA and FDA-compliant seamless floors. Get a free quote today."
Rhode Island Floor Planing Company Inc,https://rifloor.com/,ChIJq6pPOFNP5IkRFJ0O4RKYQxw,Providence,RI,ok,(401) 265-8510,,,Hardwood Floor Installation; Hardwood Floor Installation in Johnston; Hardwood Floor Refinishing; Hardwood Floor Sanding; Hardwood Floor Staining,"Attleboro, MA; Floor Installation in Johnston, RI; Johnston, RI; Learn More Cranston, RI; Learn More Cumberland, RI; Learn More East Greenwich, RI; Learn More Lincoln, RI; Learn More North Kingston, RI; Learn More North Kingstown, RI; Learn More Pawtucket, RI; Learn More Providence, RI; Planing Company Inc Johnston, RI; Providence, RI; Rhode Island and Attleboro, MA; Siding Our Location Johnston, RI; We Serve Talk With Us Johnston, RI","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 0}",{},True,True,"Hardwood Flooring: Refinishing, Sanding, Installation: Johnston, Pawtucket, & Providence, RI & Attleboro, MA","Call Rhode Island Floor Planing Co for all hardwood flooring needs including installation, hardwood refinishing, sanding, staining & more in Rhode Island!"
Rhode Island Repair,https://ri-repair.com/,ChIJUYkSRRdP5IkR95WSukHX-n0,Providence,RI,ok,(401) 946-2142,,concrete_repair,Concrete Repairs; Epoxy Flooring,"Alcazar Ave Johnston, RI; Cranston, RI; East Greenwich, RI; Federal Hill in Johnston, RI; Johnston, RI; Providence, RI; Warwick, RI","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": true, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 30}",{},True,True,"RI Repair - Concrete Repairs, Concrete Floor Waterproofing & Crack Repairs","We specialize in coatings and repairs. Our services include: Concrete repairs, epoxy flooring, waterproofing, crack repairs and much more."
American Floors,http://www.americanfloors.net/,ChIJEVZyXENQ5IkRblPxAa4LTEg,Providence,RI,ok,(401) 433-0530,amfloor@hotmail.com,,Contact American Floors; Hardwood Floor Specialists; Hardwood Flooring & Repairs; Laminate & Luxury Vinyl Flooring,"East Providence, RI; Remodeling in East Providence, RI","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/p/American-Floors-100063997066863/"", ""instagram"": ""https://www.instagram.com/american_floors_since_1976/""}",False,True,"Flooring Services | East Providence, RI | American Floors","Serving East Providence, RI, with expert hardwood, vinyl, and laminate flooring. Call (401) 433-0530 for a free estimate today."
Scituate Concrete Coatings,https://scituateconcretecoatings.com/,ChIJhaaFG9A35IkR5vYDpcX7jTY,Providence,RI,unreachable,,,,,,{},{},False,False,,
IK Floors,,ChIJG9shglcTtSERFGPhsvOcwuM,Providence,RI,no_website,,,,,,{},{},False,False,,
Epoxyset Inc,https://www.epoxysetinc.com/#,ChIJNZWRr2hD5IkR_dcwlLT1S34,Providence,RI,ok,(401) 726-4500,info@epoxyset.com,,Epoxy; UV CurableEpoxyUrethane Acrylate,"Park East Dr. Woonsocket, RI","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 25}","{""youtube"": ""https://www.youtube.com/@epoxysetinc2965"", ""linkedin"": ""https://www.linkedin.com/company/epoxyset-inc-/?viewAsMember=true""}",False,True,"EpoxySet, Inc. | Leading Manufacturer of Engineered Adhesives",EpoxySet is a leading manufacturer of engineered adhesives and potting compounds used in advanced technology applications.
J-wax floor maintenance llc,,ChIJd0Z0WdRF5IkRFbbdSAHBGvI,Providence,RI,no_website,,,,,,{},{},False,False,,
Flooring Solutions,http://flooringsolutionsusa.com/,ChIJy9-8x49O5IkR8epcHfCHWn4,Providence,RI,ok,(401) 734-4470,sales@flooringsolutionsusa.com,residential,,"Warwick, RI","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}",{},False,True,Flooring Solutions – Just another WordPress site,
RBC Industries Inc,http://www.rbcepoxy.com/,ChIJG29suPNO5IkRwsmBRhGmYuM,Providence,RI,ok,(800) 272-7752; (401) 941-3000; (401) 941-0150,,commercial,ARCAT Floor and Wall Coatings; Flooring; FlooringARCAT Company OverviewARCAT Floor and Wall Coatings; Spotlight: Three UL Listed Epoxy Potting Compounds,"Bonding Ferrite Cores Warwick, RI; One Weingeroff Blvd. Cranston, RI; Weingeroff Boulevard Cranston, RI","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 30}","{""facebook"": ""https://www.facebook.com/rbcepoxy/"", ""linkedin"": ""https://www.linkedin.com/company/rbc-industries-inc-"", ""youtube"": ""https://www.youtube.com/channel/UC-5cPFkxxGLJGvwq9xk6TIw""}",False,True,Homepage - RBC Industries,
Constantin Floors,https://constantinfloors.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gmb-profile,ChIJ-YCd_z1E5IkRnRLLntkmWzw,Providence,RI,ok,(401) 999-0199,%20constantin@constantinfloors.com; constantin@constantinfloors.com,commercial,Concrete Leveling; Constantin@constantinfloors.com; Cranston Flooring Installation Services; East Greenwich Flooring Installation Services; Flooring Installation In East Providence; Flooring Installation In North Kingstown; Flooring Installation Service In Pawtucket; Flooring Installation Service In Smithfield; Flooring Installation Services; Flooring Installation Services In Warwick; Flooring Installation Services in Newport RI; Flooring Installation Services in North Providence; Flooring Installation Services in Providence Rhode Island; Flooring Solutions Services; Hardwood Flooring Installation; Laminate Flooring Installation; Laminate Flooring Installation in Rhode Island; Ready to Transform Your Floors?; Subfloor Leveling; Subfloor Preparation; The Benefits of Professional Laminate Flooring; Tile Flooring Installation; What Other Flooring Solutions Are Available?; Why Choose Laminate Flooring Installation?; constantin@constantinfloors.com,"In Smithfield, RI; North Providence, RI","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}","{""facebook"": ""https://www.facebook.com/profile.php?id=61556159913631"", ""instagram"": ""https://www.instagram.com/constantinfloors/""}",False,True,Top Flooring Contractor in Rhode Island | Constantin Floors,Trusted Flooring Contractor in Rhode Island. Constantin Floors provides 20+ years of expert installation & refinishing. Free quote!
The Flooring Specialists at R C Harrington Ent.,http://www.flooringprovidence.com/,ChIJffYYYp9E5IkR8qFIhVkVhrw,Providence,RI,unreachable,,,,,,{},{},False,False,,
The Crack Tech,https://www.thecracktech.com/contactus/,ChIJyaelb5hc5IkRnIf1ju5EXJ8,Providence,RI,ok,(401) 677-9015,,concrete_repair; residential,Basement Floor Epoxy; Chemical Resistant Floors; Commercial Concrete Repair and Waterproofing Services; Concrete Expansion Joints Repair; Concrete Floor Crack Repair; Concrete Resurfacing; Floor To Wall Seam Leaks; Floor-Wall Seam Repair; Garage Floor Epoxy; Industrial Epoxy Flooring; Non Slip Floor Coatings; Spalling Concrete,"Crack Tech Located in Pawtucket, RI; Evergreen St Pawtucket, RI; Located in Pawtucket, RI; RI, MA","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 10}",{},False,True,Contact Us,
Floor Coverings International of Coastal Rhode Island,https://floorcoveringsinternational.com/locations/us/ri/cranston/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=554542,ChIJR2Zj1EtP5IkRrIY7MR0IuWk,Providence,RI,ok,(866) 528-6016; (401) 535-7474,,commercial,By FloorCarpetLaminateTileVinylWood; Find your local flooring team; Flooring; Take Our Flooring Quiz,"Barrington, RI; Bristol, RI; Contact our Cranston, RI; Cranston Cranston, RI; Cranston, RI; East Providence, RI; Flooring Store in Cranston, RI; International Cranston, RI; International of Cranston, RI; Jamestown, RI; Little Compton, RI; Middletown, RI; Newport, RI; Norcross, GA; Pawtucket, RI; Portsmouth, RI; Providence, RI; Quality Flooring in Providence, RI; Riverside, RI; Rumford, RI; Servicing the Cranston, RI; Tiverton, RI; Warren, RI; Warwick, RI; Your Project Servicing Cranston, RI","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": true, ""years_in_business"": 20}","{""facebook"": ""https://www.facebook.com/FCICoastalRI"", ""instagram"": ""https://www.instagram.com/fcicoastalri/""}",True,True,"Flooring Store in Cranston, RI | Floor Coverings International","Floor Coverings International is the Top Flooring Store in Cranston, RI. Our flooring store provides the best flooring options and installation in Cranston, RI"
Rhode Island Garage,https://www.rhodeislandgarage.com/,ChIJrZqWh8tN5IkRgPpJjrJ7rd8,Providence,RI,ok,(401) 203-0285,,commercial; metallic_epoxy; polyaspartic; polyurea; residential,Commercial Flooring; Flooring; Garage Floor Coating; Garage Floor Flakes; Garage Flooring; Metallic Epoxy Garage Floor,"East Greenwich, RI; Garages IN EAST GREENWICH, RI; Post Road East Greenwich, RI","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}",{},True,True,Garage Flooring & Storage East Greenwich | Rhode Island Garage,"Rhode Island Garage provides epoxy garage flooring and garage organization in East Greenwich,RI. Contact us for a free estimate today!"
"East Bay Quality Hardwood, Inc",http://eastbayqualityhardwood.com/,ChIJJwyH1EZU5IkRicI2a102Up0,Providence,RI,ok,(401) 226-6319,info@eastbayqualityhardwood.com,,,"Barrington, RI","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""instagram"": ""https://www.instagram.com/eastbayqualityhardwood/"", ""facebook"": ""https://www.facebook.com/EBQHinc""}",False,False,"Wood floor refinishing | East Bay Quality Hardwood, inc","East Bay Quality Hardwood, Inc is a Wood floor installation and refinishing company. Using top professional grade products."
