name,website,place_id,city,state,status,phones,emails,services,raw_services,service_areas,trust_signals,socials,has_photo_gallery,has_contact_form,title,meta_description,logo_url
TSD Custom Coatings,https://www.tsdcoatings.com/,ChIJdWGGWbMtSIYRZ7KkWOZb6K4,Tyler,TX,ok,(903) 202-0229; (469) 474-5859,,,Automotive Powder Coating & Restoration; Commercial Powder Coating Solutions; Custom Powder Coating; Industrial Powder Coating; Metal Furniture Powder Coating; Motorsport Vehicle Powder Coating Services; Powder Coating Services; TSD Custom Coatings; What is Powder Coating and Why Should You Use It?; Wheel Powder Coating,"Coatings Located in Tyler, TX; Contact Us Located in Tyler, TX; Directions Delivery Area Tyler, TX; Directions SERVING AREA Tyler, TX; Our powder coating in Tyler, TX; Powder Coating Services Tyler, TX; Powder Coating Tyler, TX; Powder Coating in Austin, TX; Powder Coating in Dallas, TX; Powder Coating in Fort Worth, TX; Powder Coating in Houston, TX; Powder Coating in San Antonio, TX; Preparation Services Tyler, TX; Sandblasting Services Tyler, TX; Surface Prep Services Tyler, TX; TSD Custom Coatings in Tyler, TX; Tyler, TX","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": true, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 5}","{""facebook"": ""https://facebook.com/110257848021247"", ""instagram"": ""https://instagram.com/tsdcustomcoatings""}",True,True,"Powder Coating Tyler, TX | TSD Custom Coatings","If you are looking for the powder coating Tyler, TX locals love, look no further than TSD Custom Coatings. We offer competitive pricing!",https://le-cdn.hibuwebsites.com/cf316a01413544509ae4d44ebdcabed9/dms3rep/multi/opt/tsd-custom-coatings-logo-1920w.png
Dollar Concrete LLC,https://dollarconcretellc.com/,ChIJK500A88ZZQARBYnsMNmnqrw,Tyler,TX,ok,(903) 780-9763,,concrete_repair,Commercial Concrete; Commercial ServicesCommercial Concrete; Concrete Repairs; Why Choose Dollar Concrete for Chandler Projects,"Chandler, TX; Concrete Services in Tyler, TX; Dollar Concrete Tyler, TX; Frankston and Whitehouse, TX; Frankston, TX; Learn More Athens, TX; Learn More Brownsboro, TX; Learn More Bullard, TX; Learn More Chandler, TX; Learn More Flint, TX; Learn More Frankston, TX; Learn More Gresham, TX; Learn More Lindale, TX; Learn More Mabank, TX; Learn More Whitehouse, TX; Tyler Whitehouse Chandler Tyler, TX; Tyler, TX; Whitehouse, TX","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 27}","{""facebook"": ""https://facebook.com/concrete23/"", ""x"": ""https://twitter.com/ConcreteDollar""}",True,True,"Foundation Pouring | Concrete Services | Tyler, Frankston & Chandler, TX | Dollar Concrete","Dollar Concrete in Tyler, TX offers new construction foundation services, concrete repair, and other concrete services. Call today for an estimate!",https://lirp.cdn-website.com/32b6fb29/dms3rep/multi/opt/logo-129w.png
Trust Foundation Repair,https://www.trustfoundationrepair.com/,ChIJj7KSpKLPSYYROCraTqkLQng,Tyler,TX,unreachable,,,,,,{},{},False,False,,,
Revolutionary Concrete,https://revolutionaryconcretemi.com/,ChIJ64_a8daAI4gRIUasNkDiBFo,Flint,MI,ok,(810) 691-6887,,pool_deck; residential,"Commercial Flatwork Concrete; Decorative Concrete; Residential Flatwork Concrete; Revolutionary Concrete, LLC","Clio, MI; Concrete Contractor in Flint, MI; Concrete in Flint, MI; Find Concrete Services in Flint, MI; Flint, MI; Marjorie Lane Clio, MI","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""http://www.facebook.com/pages/Revolutionary-Concrete/1541044412887170""}",True,False,"Concrete Contractor | Flint, MI | Revolutionary Concrete, LLC","Revolutionary Concrete, LLC is a concrete contractor in Flint, MI. Our concrete services include patio installation, parking lot installation & so much more.",https://revolutionaryconcretemi.com/files/2019/08/logo20.jpg
"Fortified Concrete Leveling, Inc.",https://fortifiedleveling.com/,ChIJNR_D5-9lI4gRmlpPEM4IU44,Flint,MI,ok,(810) 869-0772,,concrete_repair; residential,CONCRETE LEVELING / MUDJACKING; Commercial Floors; Concrete Facts; Concrete leveling; Cracked Concrete; Garage Floors; Level Your Concrete for Safety; Why Fortified Concrete Leveling?,"Brighton, MI","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": false, ""financing"": false, ""years_in_business"": 2}","{""instagram"": ""https://www.instagram.com/fortifiedconcreteleveling/"", ""facebook"": ""https://www.facebook.com/profile.php?id=100089246414594""}",True,False,"Concrete Leveling; Mudjacking | Fenton & Brighton, MI | Fortified Concrete Leveling","Fortified Concrete Leveling, Inc. Your Trusted Concrete Leveling experts servicing Genesee and Surrounding Counties! Call us today about Mudjacking to see how we can save you thousands compared to replacement!",https://static.parastorage.com/client/pfavico.ico
Greenville Supreme Epoxy Flooring,https://www.greenvillesupremeepoxy.com/,ChIJ2VubWYnBvwsRwnFE5fRFKBw,Greenville,SC,ok,(864) 400-2851; (630) 333-1731,,commercial; concrete_repair; concrete_stain; epoxy_flake; epoxy_solid; metallic_epoxy; polyaspartic; pool_deck; residential,"Basement Floor Epoxy & Resurfacing; Basement Floor Resurfacing & Vapor Barrier Installation; Can epoxy be applied over an existing coating?; Can you repair cracks in concrete before coating?; Chemical Resistant & Anti-Microbial Flooring Systems; Commercial Kitchen Epoxy Flooring; Commercial Kitchen Epoxy Floors; Concrete Prep, Polishing & Repair; Concrete Waterproofing & Vapor Barrier; Decorative Metallic Epoxy; Decorative Metallic Epoxy Flooring; Do you work on basement floors with moisture problems?; Epoxy Flake; Epoxy Flooring Contractor; Epoxy Flooring FAQs — Greenville, SC; Epoxy Flooring Installation & Refinishing; Epoxy Floors That Last, Prices That Make Sense; Garage Floor Epoxy Coating; Garage Floor Epoxy Coating & One-Day Installations; How long does a garage floor installation take?; How long does an epoxy garage floor last?; How much does epoxy flooring cost in Greenville?; Industrial Coatings & Floor Painting; Industrial Grade Warehouse Coatings; Interior Concrete Staining & Decorative Finishes; Is epoxy slippery when wet?; Our Commercial Epoxy Flooring Services; Our Flooring Process — What to Expect; Our Residential Epoxy Flooring Services; Patio, Porch & Pool Deck Coatings; Polyaspartic; Polyaspartic Floor Coating; Pool Deck & Patio Epoxy Coating; Retail Showroom Floor Finishes; Solid Color Epoxy; UV-Stable Outdoor Epoxy; What's the difference between epoxy and polyaspartic?; Which Epoxy System Is Right for Your Floor?","Contractor in Greenville, SC; Falls St. Greenville, SC; Flooring Services in Greenville, SC; Greenville, SC; Myrtle Beach, SC; Owner in Travelers Rest, SC","{""licensed"": true, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 20}",{},False,True,"Epoxy Flooring Contractor in Greenville, SC | Free Quote","Garage, commercial & industrial epoxy flooring in Greenville, SC. 20+ years experience, professional-grade materials, free on-site quotes. Call now.",https://cloud-1de12d.becdn.net/media/original/05ef9a4a3219edd9f42f612004e3f0c9/logo.png
Fast Hand Floor Coatings,https://fasthandfloorcoatings.com/home,ChIJ1YZV-xTNWYgRwoK0i00oDLY,Greenville,SC,ok,(864) 417-6407,,concrete_stain; polyaspartic; pool_deck,Concrete overlays; Concrete stains; Epoxy floor coatings; Fast hand floor coatings; Polyaspartic floor coatings,"Coating Solutions in Greenville, SC; Contractors Near Greenville, SC; Floor Coatings for Greenville, SC; Floor Coatings in Greenville, SC; Greenville, SC","{""licensed"": false, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 8}","{""facebook"": ""https://www.facebook.com/profile.php?id=100095334939537""}",True,False,"Fast hand floor coatings  serving Greenville, South Carolina",Fast hand floor coatings,https://images.leadconnectorhq.com/image/f_webp/q_80/r_1200/u_https://assets.cdn.filesafe.space/olPwbrSBo7I44uahe8Xr/media/68c86c571708d012b8c44261.png
Floor Boys Greenville,https://www.floorboys.com/,ChIJPTIAj4YvWIgRNy4y5UBUaA4,Greenville,SC,unreachable,,,,,,{},{},False,False,,,
Impact Unlimited,http://www.garage-coatings.com/,ChIJ1zTPayo6WIgR3HeZZ_X1xQ4,Greenville,SC,ok,(864) 269-1439,,commercial; concrete_stain; epoxy_flake; polyaspartic; polyurea; pool_deck; residential,"COATINGS FOR POOL DECKS, DRIVEWAYS, PATIOS, & MORE; CONCRETE INSTALLATION & REPAIR; FLAKE EPOXY FLOOR COATING; RESIDENTIAL & COMMERCIAL EPOXY FLOOR COATING","Brad Worley LOCATED IN PIEDMONT, SC","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""instagram"": ""https://www.instagram.com/impact.unlimited/"", ""facebook"": ""https://www.facebook.com/ImpactUnlmtd""}",True,True,HOME,"Impact Unlimited - Concrete and Epoxy Professionals in Upstate, SC",http://files.sitebuilder.name.tools/a1/76/a176cb2e-5136-4d9e-81d9-c7fd82185479.png
Greenville Concrete Solutions,https://www.greenvilleconcretesolutions.com/,ChIJSWnATZkvWIgRempLZ6RqKIE,Greenville,SC,ok,(864) 362-2566,,concrete_repair; concrete_stain; pool_deck; residential,About Greenville Concrete Solutions; Concrete Driveways; Concrete Foundations; Concrete Patios; Concrete Sidewalks; Stamped Concrete,"Anderson, SC; Greenville, SC; Our specialists in Greenville, SC; Spartanburg, SC; This is common in Greenville, SC; We service Greenville, SC","{""licensed"": true, ""insured"": true, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}",{},True,False,Concrete Contractor in Greenville SC,"Trusted concrete contractor in Greenville, SC. We provide expert concrete driveways, patios, stamped concrete, and more services for residential properties",
Slab Science LLC,http://www.slabscience.com/,ChIJNzQue88tWIgR99GlEQZMQvs,Greenville,SC,ok,(864) 509-6444,,concrete_repair; pool_deck; residential,Avoids Patchwork Appearance of New Concrete Next to Old; No Patched Concrete,"Chesnee, SC; Easly, SC; Greenville, SC; Inman, SC; LLC Taylors, SC; Lexington, SC; Mauldin, SC; Simpsonville, SC; Spartanburg, SC; Taylors, SC","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 13}",{},True,False,"SLAB SCIENCE, LLC Concrete Lift/Level","Simply put, we level concrete! We inject a special polyurethane foam to level settled, un-even slabs of concrete in walkways, sidewalks, driveways, garages, pool deck, porches, patios, and more.",http://www.slabscience.com/images/logo.png
San Angelo Concrete,https://sanangeloconcretesolution.com/,ChIJwwaJnTrnV4YRfkWL9e43oT4,San Angelo,TX,ok,(325) 312-3940,,concrete_stain,"Best Concrete Contractors in San Angelo, TX; Concrete Flatwork; Concrete Foundations; Concrete Installation; Concrete Patios; Concrete Retaining Walls; Concrete Sidewalks; Concrete Staining; San Angelo Concrete; Stamped Concrete","Contractors in San Angelo, TX; San Angelo, TX","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/sanangeloconcrete/"", ""linkedin"": ""https://www.linkedin.com/company/san-angelo-concrete/""}",True,False,"Best Concrete Contractors in San Angelo, TX | 325-312-3940","Looking for the best concrete contractor in San Angelo, TX? We deliver top-quality concrete services with expert craftsmanship and durable results.",
Craftsman Hardwood Flooring LLC,http://www.sanangelocraftsman.com/,ChIJu_IyvhflV4YRRbBbRNHJXXY,San Angelo,TX,ok,(888) 841-8453,,commercial; residential,Affordable Flooring; Affordable Flooring Financing; Affordable Flooring Installer; CRAFTSMAN WOOD FLOORING; Carpet Flooring; Carpet Flooring Deals; Carpet Flooring Financing; Commercial Flooring; Commercial Flooring Installer; Custom Flooring Design; Custom hardwood Flooring; Eco Friendly Flooring; Flooring Deals This Month; Flooring Deals This Week; Flooring Design; Flooring Faqs; Flooring Installation Deals; Flooring Payment Plans; Flooring Repair; Flooring Restoration; Free Flooring Consultation; Hardwood Flooring; Hardwood Flooring Deals; Hardwood Flooring Design; Hardwood Flooring Financing; Hardwood Flooring Installation; Hardwood-Floor-Cleaning; Local Hardwood Floor Installer; Pet Friendly Flooring; Residential Floor Installer; Residential Flooring; Scratch Proof Flooring; Stain Resistant Flooring; Tile Flooring; Tile Flooring Deals; Vinyl Flooring; Water Damaged Flooring Repair; Water Proof Flooring; local flooring Installer,"Arroyo St. San Angelo, TX; Hardwood Flooring San Angelo, TX","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": true, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/sanangelocraftsman/"", ""instagram"": ""https://www.instagram.com/craftsmanfloor/"", ""youtube"": ""https://www.youtube.com/@craftsmanhardwoodflooringl3798""}",False,False,"Hardwood Flooring San Angelo, TX | Craftsman Hardwood Floors","San Angelo's award-winning hardwood flooring specialist. Installation, custom inlays, restoration & refinishing by third-generation craftsman Matt Garcia. Free consultation.",https://images.leadconnectorhq.com/image/f_webp/q_80/r_1200/u_https://assets.cdn.filesafe.space/6jbd1Kp9ytRrXINdgwiH/media/662a5a20944571c6b0f009ae.webp
Liberty Concrete & Construction,http://www.libertyconcreteandconstruction.com/,ChIJ6wzmxIkO04kRmM66zUyMTj8,San Angelo,TX,ok,(325) 650-3716,,concrete_stain; pool_deck,Custom Concrete; Decorative Concrete And Epoxy Flooring; Stained Concrete,"Contractor in San Angelo, TX; S. Chadbourne St. San Angelo, TX; W Beauregard San Angelo, TX","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 30}","{""facebook"": ""https://www.facebook.com/pages/Liberty-Concrete-Construction/1545763709009565""}",True,True,"Commercial and Residential Concrete Contractor in San Angelo, TX.","iberty Concrete & Construction is a veteran-owned company based in San Angelo, Texas. Liberty is a commercial and residential concrete contractor.",https://www.libertyconcreteandconstruction.com/wp-content/uploads/2019/02/lc-logo.png
Albritton Construction LLC,https://albrittonconstructionllc.com/,ChIJo1Oh0trvV4YRYCSLf84bXm0,San Angelo,TX,ok,(325) 276-1889,,,Flooring Installation,"Construction San Angelo, TX; San Angelo, TX","{""licensed"": true, ""insured"": true, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/p/Albritton-Construction-61556705559172/""}",True,False,San Angelo Home Remodeling by Albritton :: Albritton Construction,,https://albrittonconstructionllc.com/apple-touch-icon.png
San Angelo Concrete - Ballinger,https://www.sanangelo-concrete.com/ballinger,ChIJB-Jep_GnV4YRqIhCA8ieZAs,San Angelo,TX,ok,(325) 378-0089; (325) 468-6688,,pool_deck,,"Ballinger, TX; FAQ Ballinger, TX; Locations Grape Creek, TX; San Angelo, TX; Sterling City, TX","{""licensed"": false, ""insured"": false, ""warranty"": true, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}",{},False,True,"Concrete, Residential, Commercial, Ballinger TX","Call (325) 468-6688 for a free estimate. Premier concrete specialists serving Ballinger, TX.",https://lirp.cdn-website.com/2cc32598/dms3rep/multi/opt/San+Angelo+Logo-13d97a3e-1920w.png
Quality Striping and Seal Coat,https://qualitystripingandsealcoat.com/,ChIJC13zxePvV4YR7RLooa5ABe0,San Angelo,TX,ok,(325) 650-8943,,,,"South San Angelo, TX","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": 32}",{},True,True,Paving & Asphalt Experts San Angelo | In Business Since 1991,"With over 32 years of experience, we provide top-notch asphalt maintenance, striping, & sealcoating services. Contact us for reliable, quality work!",https://qualitystripingandsealcoat.com/wp-content/uploads/2023/12/favicon.png
Angelo Painters & Construction,http://www.angelopainters.com/,ChIJEetAnovkV4YR8t7icQJWwkI,San Angelo,TX,ok,(325) 374-6966,,concrete_repair; pool_deck,,"Painting Services in San Angelo, TX; Painting in San Angelo, TX; Removal Services in San Angelo, TX; Repair Services in San Angelo, TX; San Angelo, TX; Services in San Angelo, TX; Staining Services in San Angelo, TX; W Harris Ave San Angelo, TX","{""licensed"": false, ""insured"": false, ""warranty"": false, ""family_owned"": false, ""free_estimates"": true, ""financing"": false, ""years_in_business"": null}","{""facebook"": ""https://www.facebook.com/AngeloPainters/"", ""instagram"": ""https://www.instagram.com/angelopainters/""}",False,False,San Angelo Painting & Construction :: Angelo Painters,,http://www.angelopainters.com/storage/UserFileFolder/AB_logo_270x103.png
